OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
20547,21820,68,17390,0320,173900320,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW,SW AVALON WAY,SW AVALON WAY,SW GENESEE ST,35TH AVE SW,2,Minor Arterial, ,INSVC,3200,25,SW,N, , ,984,54,AC/PCC,2017/10/23 00:00:00+00,,,SW AVALON WAY AND SW GENESEE ST,SW,32143,35TH AVE SW AND SW AVALON WAY,NE,31899,1259980.36439101,209567.05396265,Y,N,N,Urban Village Neighborhood,,32,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,5,ART,N,984.368281096185
20549,21866,68,17430,0430,174300430,SW BRACE POINT DR BETWEEN CALIFORNIA E AVE SW AND CALIFORNIA W AVE SW,SW BRACE POINT DR,SW BRACE POINT DR,CALIFORNIA E AVE SW,CALIFORNIA W AVE SW,2,Minor Arterial, ,INSVC,4300,25,SW,N, , ,169,40,AC/PCC,2017/12/01 00:00:00+00,,,CALIFORNIA AVE SW AND SW BRACE POINT E DR,SW,34737,CALIFORNIA AVE SW AND SW BRACE POINT W DR,NE,34813,1256353.8136033,193946.68652266,N,N,N,Urban Center Connector,,57,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,2,ART,N,169.194617807496
20552,21921,68,17485,0160,174850160,SW CAMBRIDGE ST BETWEEN 16TH AVE SW AND 17TH AVE SW,SW CAMBRIDGE ST,SW CAMBRIDGE ST,16TH AVE SW,17TH AVE SW,0,Not Designated, ,INSVC,1600,20,W,N, , ,332,36,PCC,2012/02/09 00:00:00+00,,,16TH AVE SW AND SW CAMBRIDGE ST,W,35051,17TH AVE SW AND SW CAMBRIDGE ST,E,34900,1264237.37898737,193108.5473218,N,N,N,Urban Village Neighborhood Access,,93,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,1,NON-ART,N,332.456709952
20556,21978,68,17515,0540,175150540,SW CHARLESTOWN ST BETWEEN 54TH AVE SW AND 55TH AVE SW,SW CHARLESTOWN ST,SW CHARLESTOWN ST,54TH AVE SW,55TH AVE SW,3,Collector Arterial, ,INSVC,5400,25,W,N, , ,330,36,PCC,2017/10/23 00:00:00+00,,,54TH AVE SW AND SW CHARLESTOWN ST,W,31706,55TH AVE SW AND SW CHARLESTOWN ST,E,31707,1253170.28201604,212004.15924515,N,N,N,Neighborhood Corridor,,82,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,330.127439073017
20569,22295,68,17790,0130,177900130,SW HENDERSON ST BETWEEN 13TH AVE SW AND 14TH AVE SW,SW HENDERSON ST,SW HENDERSON ST,13TH AVE SW,14TH AVE SW,2,Minor Arterial, ,INSVC,1300,25,W,N, , ,282,42,PCC,2017/10/22 00:00:00+00,,,13TH AVE SW AND SW HENDERSON ST,W,35036,14TH AVE SW AND SW HENDERSON ST,E,35035,1265143.2779963,194421.65989915,N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,6,ART,N,281.671277355371
20573,22381,68,17815,0310,178150310,SW HOLDEN ST BETWEEN 31ST AVE SW AND 32ND AVE SW,SW HOLDEN ST,SW HOLDEN ST,31ST AVE SW,32ND AVE SW,3,Collector Arterial, ,INSVC,3100,25,W,N, , ,332,40,PCC,2017/10/22 00:00:00+00,,,31ST AVE SW AND SW HOLDEN ST,W,34057,32ND AVE SW AND SW HOLDEN ST,E,34056,1260040.18077508,198494.69875132,N,N,N,Neighborhood Corridor,,56,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,2,ART,N,331.983021782529
20581,22557,68,17955,0360,179550360,SW MANNING ST BETWEEN 36TH AVE SW AND 37TH AVE SW,SW MANNING ST,SW MANNING ST,36TH AVE SW,37TH AVE SW,3,Collector Arterial, ,INSVC,3600,25,W,N, , ,266,25,AC/PCC,2017/10/23 00:00:00+00,,,36TH AVE SW AND SW MANNING ST,W,31850,37TH AVE SW AND SW MANNING ST,E,31849,1259226.53891824,212176.92570932,N,N,N,Neighborhood Corridor,,78,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,9,ART,N,265.991960021574
20583,22594,68,18000,0370,180000370,SW MORGAN ST BETWEEN 37TH AVE SW AND 38TH AVE SW,SW MORGAN ST,SW MORGAN ST,37TH AVE SW,38TH AVE SW,1,Principal Arterial, ,INSVC,3700,25,W,N, , ,338,36,PCC,2017/10/22 00:00:00+00,,,37TH AVE SW AND SW MORGAN ST,W,33754,38TH AVE SW AND SW MORGAN ST,E,33745,1258494.27600549,202545.69689946,N,N,Y,Urban Center Connector,,46,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,7,ART,N,337.823072242942
20591,22753,68,18145,0070,181450070,SW ROXBURY ST BETWEEN 7TH W AVE SW AND 8TH AVE SW,SW ROXBURY ST,SW ROXBURY ST,7TH W AVE SW,8TH AVE SW,1,Principal Arterial, ,INSVC,700,25,W,N, , ,315,43,PCC,2017/10/22 00:00:00+00,,,7TH AVE SW AND SW ROXBURY W ST,W,34981,8TH AVE SW AND SW ROXBURY ST,E,35066,1266949.01726215,192363.28204103,N,N,Y,Urban Center Connector,,94,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,2,ART,N,314.786420737352
20592,22776,68,18145,0310,181450310,SW ROXBURY ST BETWEEN 31ST PL SW AND 32ND AVE SW,SW ROXBURY ST,SW ROXBURY ST,31ST PL SW,32ND AVE SW,1,Principal Arterial, ,INSVC,3200,25,W,N, , ,249,42,PCC,2017/10/22 00:00:00+00,,,31ST PL SW AND SW ROXBURY ST,W,34958,32ND AVE SW AND SW ROXBURY ST,E,34957,1259745.52656677,192562.59250523,N,N,Y,Urban Center Connector,,59,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,6,ART,N,249.401453192119
20595,22835,68,18191,0230,181910230,SW SPOKANE NR ST BETWEEN CHELAN AVE SW AND SW ADMIRAL NR WAY,SW SPOKANE ST,SW SPOKANE NR ST,CHELAN AVE SW,SW ADMIRAL NR WAY,2,Minor Arterial, ,INSVC,2300,25,W,Y,W,F,1570,22,AC/PCC,2017/10/26 00:00:00+00,,,CHELAN AVE SW AND SW SPOKANE NR ST,W,32027,SW ADMIRAL NR WAY AND SW SPOKANE NR ST,E,32112,1262443.45437753,212290.86567745,N,N,N,Industrial Access,Y,41,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,1569.81227766509
20598,22896,68,18235,0310,182350310,SW THISTLE ST BETWEEN 31ST AVE SW AND 32ND AVE SW,SW THISTLE ST,SW THISTLE ST,31ST AVE SW,32ND AVE SW,2,Minor Arterial, ,INSVC,3100,25,W,N, , ,332,40,PCC,2017/10/22 00:00:00+00,,,31ST AVE SW AND SW THISTLE ST,W,34924,32ND AVE SW AND SW THISTLE ST,E,34923,1259993.66186303,196508.55750129,N,N,N,Neighborhood Corridor,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,332.057789044953
20608,23138,68,18430,0260,184300260,W BLAINE ST BETWEEN THORNDYKE AVE W AND 27TH AVE W,W BLAINE ST,W BLAINE ST,THORNDYKE AVE W,27TH AVE W,3,Collector Arterial, ,INSVC,2600,25,W,N, , ,185,40,PCC,2017/10/30 00:00:00+00,,,THORNDYKE AVE W AND W BLAINE ST,W,27728,27TH AVE W AND W BLAINE ST,E,27729,1256396.67107534,235551.85482127,N,N,N,Neighborhood Corridor,,60,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,167.664933227359
20612,23222,68,18525,0170,185250170,W DRAVUS ST BETWEEN 17TH AVE W AND 20TH AVE W,W DRAVUS ST,W DRAVUS ST,17TH AVE W,20TH AVE W,1,Principal Arterial, ,INSVC,1700,25,W,N, , ,766,43,PCC,2017/10/30 00:00:00+00,,,17TH AVE W AND W DRAVUS ST,W,26471,20TH AVE W AND W DRAVUS ST,E,26472,1259105.37424612,240371.66833019,Y,N,N,Industrial Access,,71,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,766.259586398563
20614,23273,68,18565,0220,185650220,W EMERSON PL BETWEEN 22ND AVE W AND 23RD AVE W,W EMERSON PL,W EMERSON PL,22ND AVE W,23RD AVE W,1,Principal Arterial, ,INSVC,2200,25,W,N, , ,208,40,PCC,2017/10/30 00:00:00+00,,,22ND AVE W AND W EMERSON PL,W,26449,23RD AVE W AND W EMERSON PL,E,26451,1258013.053541,243193.04567708,Y,N,N,Industrial Access,,89,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,8,ART,N,207.859364810316
20617,23337,68,18615,0010,186150010,W GALER ST BETWEEN 1ST W AVE W AND 2ND E AVE W,W GALER ST,W GALER ST,1ST W AVE W,2ND E AVE W,3,Collector Arterial, ,INSVC,100,25,W,N, , ,210,42,AC/PCC,2017/10/04 00:00:00+00,,,1ST AVE W AND W GALER W ST,W,28547,2ND AVE W AND W GALER E ST,E,28548,1264326.66436347,234378.42090006,N,N,N,Urban Village Neighborhood,,92,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,209.861222883746
20620,23392,68,18640,0350,186400350,W GOVERNMENT WAY BETWEEN 35TH AVE W AND 36TH AVE W,W GOVERNMENT WAY,W GOVERNMENT WAY,35TH AVE W,36TH AVE W,2,Minor Arterial, ,INSVC,3500,25,W,N, , ,310,58,PCC,2017/10/30 00:00:00+00,PCC,2017/10/30 00:00:00+00,35TH AVE W AND W GOVERNMENT WAY,W,26338,36TH AVE W AND W GOVERNMENT WAY,E,26339,1253625.92246451,244111.98961403,Y,N,N,Neighborhood Corridor,,70,67,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,Y,310.3360523135
20627,23536,68,18845,0480,188450480,WEST MARGINAL WAY SW BETWEEN SW EDMUNDS ST AND PUGET WAY SW,WEST MARGINAL WAY SW,WEST MARGINAL WAY SW,SW EDMUNDS ST,PUGET WAY SW,1,Principal Arterial, ,INSVC,4800,30,S,N, , ,601,56,PCC,2017/10/22 00:00:00+00,,,SW EDMUNDS ST AND WEST MARGINAL WAY SW,S,33048,PUGET WAY SW AND WEST MARGINAL WAY SW,N,33055,1265540.34500471,207456.14266449,N,N,Y,Industrial Access,Y,88,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,600.924231837227
20629,23583,68,18920,0010,189200010,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,W MERCER ST,W MERCER ST,1ST AVE W,2ND AVE W,1,Principal Arterial, ,INSVC,100,25,W,N, , ,322,44,AC/PCC,2017/10/04 00:00:00+00,,,1ST AVE W AND W MERCER ST,W,28633,2ND AVE W AND W MERCER ST,E,28634,1264294.92407544,231558.93411318,N,N,Y,Urban Village Main,,25,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,322.001170109658
20636,23782,68,19115,0220,191150220,WEST VIEWMONT WAY W BETWEEN VIEWMONT WAY W AND CONSTANCE W DR W,WEST VIEWMONT WAY W,WEST VIEWMONT WAY W,VIEWMONT WAY W,CONSTANCE W DR W,3,Collector Arterial, ,INSVC,2200,25,NW,N, , ,333,30,AC/PCC,2017/10/30 00:00:00+00,,,VIEWMONT WAY W AND WEST VIEWMONT WAY W,NW,27524,CONSTANCE DR W AND W VIEWMONT W WAY W,SE,27522,1252688.13487954,236457.84829418,N,N,N,Neighborhood Corridor,,43,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,333.480759484979
20638,157969,68,02720,0413,027200413,35TH AVE SW BETWEEN FAUNTLEROY N WAY SW AND FAUNTLEROY S WAY SW,35TH AVE SW,35TH AVE SW,FAUNTLEROY N WAY SW,FAUNTLEROY S WAY SW,3,Collector Arterial, ,INSVC,4130,25,S,N, , ,185,45,PCC,2017/10/23 00:00:00+00,,,FAUNTLEROY WAY SW AND WEST SEATTLE BR EB,S,31898,35TH AVE SW AND FAUNTLEROY N WAY SW,N,157970,1259540.83255057,210019.79226711,N,N,N,Urban Village Neighborhood,,83,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,185.278867003746
20646,166438,68,10383,0970,103830970,WATERS WR AVE S BETWEEN WATERS AVE S AND 62ND AVE S,WATERS AVE S,WATERS WR AVE S,WATERS AVE S,62ND AVE S,3,Collector Arterial, ,INSVC,9700,25,SE,Y,SE,F,330,18,AC/PCC,2017/10/26 00:00:00+00,,,WATERS AVE S AND WATERS ER AVE S,SE,166425,62ND AVE S AND WATERS WR AVE S,NW,38187,1288801.82534853,191153.6858158,N,N,N,Neighborhood Corridor,,52,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,2,ART,N,330.302230661998
20647,167225,68,05396,0540,053960540,BEACON ER AVE S BETWEEN S BRANDON ST AND S VERN CT,BEACON AVE S,BEACON ER AVE S,S BRANDON ST,S VERN CT,2,Minor Arterial, ,INSVC,5400,25,S,Y,N,T,439,22,AC/PCC,2017/10/26 00:00:00+00,,,BEACON ER AVE S AND S BRANDON ST,S,167211,BEACON ER AVE S AND S VERN CT,N,167223,1277669.72485714,205246.09101422,N,N,N,Urban Center Connector,,37,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,439.397228802043
20649,269079,68,05396,0800,053960800,BEACON ER AVE S BETWEEN S MONROE ST AND S ROSE ST,BEACON AVE S,BEACON ER AVE S,S MONROE ST,S ROSE ST,3,Collector Arterial, ,INSVC,8000,25,S,Y,N,T,478,22,PCC,2017/10/26 00:00:00+00,,,BEACON ER AVE S AND S MONROE ST,S,269066,BEACON ER AVE S AND S ROSE ST,N,269067,1281104.53785264,196849.11609364,N,N,N,Neighborhood Corridor,,86,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,4,ART,N,477.846669295855
20661,334476,68,09810,0409,098100409,STONE WAY N BETWEEN N 41ST S ST AND N 41ST N ST,STONE WAY N,STONE WAY N,N 41ST S ST,N 41ST N ST,2,Minor Arterial, ,INSVC,4000,25,N,N, , ,75,54,AC/PCC,2017/10/03 00:00:00+00,,,STONE WAY N AND N 41ST S ST,N,334467,STONE WAY N AND N 41ST N ST,S,26834,1268542.77700779,243206.7835331,Y,N,N,Urban Village Neighborhood,,65,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,74.639538737407
20662,335008,68,04805,0200,048050200,8TH AVE S BETWEEN S HOLGATE ST AND DEAD END 2,8TH AVE S,8TH AVE S,S HOLGATE ST,DEAD END 2,0,Not Designated, ,INSVC,2000,20,S,N, , ,255,0,,,,,S HOLGATE BR AND S HOLGATE ST,S,31242,8TH AVE S AND DEAD END 2,N,589613,1272691.29118803,217224.59457849,N,N,N,Minor Industrial Access,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT2, ,N,0,NON-ART,N,255.50048561791
20670,352478,68,08299,0310,082990310,M L KING JR ER WAY S BETWEEN M L KING JR WAY S AND S HANFORD N ST,M L KING JR WAY S,M L KING JR ER WAY S,M L KING JR WAY S,S HANFORD N ST,1,Principal Arterial, ,INSVC,3100,25,S,Y,N,T,290,44,PCC,2017/10/09 00:00:00+00,PCC,2017/11/05 00:00:00+00,M L KING JR WAY S AND M L KING JR ER WAY S,S,352473,M L KING JR ER WAY S AND S HANFORD N ST,N,352474,1279228.15199472,213294.41806246,N,N,Y,Urban Village Main,Y,81,96,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,290.382377577487
20702,666476,68,09345,0121,093450121,RAINIER AVE S BETWEEN I90 WB RAINIER SB OF RP AND MTS N RAINIER CONNCT TRL,RAINIER AVE S,RAINIER AVE S,I90 WB RAINIER SB OF RP,MTS N RAINIER CONNCT TRL,1,Principal Arterial, ,INSVC,0,25,SE,N, , ,164,65,,,,,I90 WB RAINIER SB OF RP AND RAINIER AVE S,SE,30818,MTS N RAINIER CONNCT TRL AND RAINIER AVE S,NW,519887,1276601.13944803,219064.40654838,N,N,Y,,,0,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,164.181950478137
20706,1054,68,00015,0250,000150250,1ST AVE N BETWEEN SMITH ST AND QUEEN ANNE DR,1ST AVE N,1ST AVE N,SMITH ST,QUEEN ANNE DR,2,Minor Arterial, ,INSVC,2500,25,N,N, , ,153,36,PCC,2017/10/04 00:00:00+00,,,1ST AVE N AND SMITH ST,N,28098,1ST AVE N AND QUEEN ANNE DR,S,28076,1265184.48439635,237763.67031153,N,N,N,Neighborhood Corridor,,64,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,153.027993325861
20707,1110,68,00020,1354,000201354,1ST AVE NE BETWEEN NE 137TH ST AND N 137TH ST,1ST AVE NE,1ST AVE NE,NE 137TH ST,N 137TH ST,3,Collector Arterial, ,INSVC,13500,25,N,N, , ,156,22,AC,2017/09/23 00:00:00+00,,,1ST AVE NE AND NE 137TH ST,N,35937,1ST AVE NE AND N 137TH ST,S,35929,1272377.40325171,269278.3134158,N,N,N,Neighborhood Corridor,,21,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,155.865085107092
20708,1218,68,00030,0520,000300520,1ST AVE S BETWEEN S DAWSON ST AND S BENNETT ST,1ST AVE S,1ST AVE S,S DAWSON ST,S BENNETT ST,1,Principal Arterial, ,INSVC,5200,30,S,N, , ,269,65,AC/PCC,2017/10/12 00:00:00+00,,,1ST AVE S AND S DAWSON ST,S,33026,1ST AVE S AND S BENNETT ST,N,33025,1269831.1312491,206168.35059917,N,N,Y,Industrial Access,Y,76,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,269.457471281202
20710,1357,68,00175,0180,001750180,10TH AVE W BETWEEN W BLAINE ST AND W HOWE ST,10TH AVE W,10TH AVE W,W BLAINE ST,W HOWE ST,2,Minor Arterial, ,INSVC,1800,25,N,N, , ,443,42,AC/PCC,2017/10/04 00:00:00+00,,,10TH AVE W AND W BLAINE ST,N,27959,10TH AVE W AND W HOWE ST,S,27949,1261490.48541656,235539.56125325,Y,N,N,Neighborhood Corridor,,50,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,442.755008798281
20711,1015,68,00010,0230,000100230,1ST AVE BETWEEN BELL ST AND BATTERY ST,1ST AVE,1ST AVE,BELL ST,BATTERY ST,2,Minor Arterial, ,INSVC,2300,25,NW,N, , ,426,52,AC/PCC,2017/10/10 00:00:00+00,,,1ST AVE AND BELL ST,NW,29701,1ST AVE AND BATTERY ST,SE,29700,1267053.77579026,227553.02242906,Y,N,N,Downtown Neighborhood,,38,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,426.053334651826
20712,1106,68,00020,1300,000201300,1ST AVE NE BETWEEN NE 130TH ST AND NE 133RD ST,1ST AVE NE,1ST AVE NE,NE 130TH ST,NE 133RD ST,3,Collector Arterial, ,INSVC,13000,25,N,N, , ,664,24,AC,2017/11/01 00:00:00+00,,,1ST AVE NE AND NE 130TH ST,N,35969,1ST AVE NE AND NE 133RD ST,S,35958,1272338.13009967,267696.85920617,N,N,N,Neighborhood Corridor,,15,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,663.607539351929
20716,1413,68,00230,0550,002300550,11TH AVE NE BETWEEN NE 55TH ST AND NE 56TH ST,11TH AVE NE,11TH AVE NE,NE 55TH ST,NE 56TH ST,1,Principal Arterial, ,INSVC,5500,25,N,Y,N,F,314,40,AC/PCC,2018/05/01 00:00:00+00,,,11TH AVE NE AND NE 55TH ST,N,25763,11TH AVE NE AND NE 56TH ST,S,25746,1275056.44869445,247551.18417755,Y,N,Y,Urban Center Connector,,61,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,314.1340444537
20724,1957,68,00465,0870,004650870,14TH AVE S BETWEEN S DONOVAN ST AND S TRENTON ST,14TH AVE S,14TH AVE S,S DONOVAN ST,S TRENTON ST,1,Principal Arterial, ,INSVC,8700,25,S,N, , ,310,39,AC,2017/10/22 00:00:00+00,,,14TH AVE S AND S DONOVAN ST,S,35101,14TH AVE S AND S TRENTON ST,N,35118,1274380.21842176,195088.97919583,Y,N,Y,Urban Village Main,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,310.089001625763
20725,2040,68,00555,0560,005550560,15TH AVE NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV,15TH AVE NE,15TH AVE NE,NE 56TH ST,NE RAVENNA EB BV,2,Minor Arterial, ,INSVC,5600,25,N,N, , ,465,40,AC/PCC,2017/10/26 00:00:00+00,,,15TH AVE NE AND NE 56TH ST,N,26012,15TH AVE NE AND NE RAVENNA EB BV,S,25999,1276146.71685557,247925.22091393,N,N,N,Urban Center Connector,,68,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,4,ART,N,465.03262816739
20726,2093,68,00555,1350,005551350,15TH AVE NE BETWEEN NE 135TH ST AND NE 137TH ST,15TH AVE NE,15TH AVE NE,NE 135TH ST,NE 137TH ST,1,Principal Arterial, ,INSVC,13500,25,N,N, , ,666,43,AC/PCC,2017/10/26 00:00:00+00,,,15TH AVE NE AND NE 135TH ST,N,35866,15TH AVE NE AND NE 137TH ST,S,35860,1276359.7013038,268890.9212874,N,N,Y,Urban Center Connector,,56,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,666.055479689456
20742,3368,68,01360,0010,013600010,23RD AVE E BETWEEN E DENNY WAY AND E MADISON ST,23RD AVE E,23RD AVE E,E DENNY WAY,E MADISON ST,1,Principal Arterial, ,INSVC,100,25,N,N, , ,86,12,PCC,2017/10/07 00:00:00+00,,,23RD AVE AND E DENNY WAY,N,29381,23RD AVE E AND E MADISON ST,S,29382,1278092.57080956,229270.13827083,N,N,Y,Urban Village Main,,98,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,86.4603273619214
20745,3596,68,01485,0610,014850610,24TH AVE NW BETWEEN NW 61ST ST AND NW 62ND ST,24TH AVE NW,24TH AVE NW,NW 61ST ST,NW 62ND ST,2,Minor Arterial, ,INSVC,6100,25,N,N, , ,266,60,AC/PCC,2017/10/01 00:00:00+00,,,24TH AVE NW AND NW 61ST ST,N,25123,24TH AVE NW AND NW 62ND ST,S,25114,1257525.36810051,249526.68664357,N,N,N,Urban Village Neighborhood,,24,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,265.829655303309
20754,4224,68,01930,0150,019300150,28TH AVE W BETWEEN W GALER ST AND W EATON ST,28TH AVE W,28TH AVE W,W GALER ST,W EATON ST,3,Collector Arterial, ,INSVC,1500,25,N,N, , ,270,24,PCC,2017/10/30 00:00:00+00,,,28TH AVE W AND W GALER ST,N,27752,28TH AVE W AND W EATON ST,S,27745,1255880.67280282,234677.04182836,N,N,N,Neighborhood Corridor,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,7,ART,N,270.179865419337
20758,4517,68,02100,0120,021000120,3RD AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ROYAL BROUGHAM WAY BR,3RD AVE S,3RD AVE S,S ROYAL BROUGHAM WAY,S ROYAL BROUGHAM WAY BR,1,Principal Arterial, ,INSVC,1200,25,S,N, , ,279,30,,,,,3RD AVE S AND S ROYAL BROUGHAM WAY,S,30552,3RD AVE S AND S ROYAL BROUGHAM WAY BR,N,527176,1271137.51749045,219544.88034087,N,N,N,Industrial Access,Y,0,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,NON-ART,N,278.771783835432
20768,5378,68,02705,0920,027050920,35TH AVE NE BETWEEN NE 92ND N ST AND NE 93RD ST,35TH AVE NE,35TH AVE NE,NE 92ND N ST,NE 93RD ST,2,Minor Arterial, ,INSVC,9200,25,N,N, , ,127,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 92ND N ST,N,37914,35TH AVE NE AND NE 93RD ST,S,37913,1281576.22636513,257210.66271544,N,N,N,Urban Center Connector,,67,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,126.67390068857
20780,6262,68,03150,0650,031500650,4TH AVE S BETWEEN S MICHIGAN ST AND EAST MARGINAL WAY S,4TH AVE S,4TH AVE S,S MICHIGAN ST,EAST MARGINAL WAY S,1,Principal Arterial, ,INSVC,6500,30,S,N, , ,528,47,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S MICHIGAN ST,S,34219,4TH AVE S AND EAST MARGINAL WAY S,N,34236,1270893.56011419,202251.20409916,N,N,Y,Industrial Access,Y,73,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,527.709042981568
20802,7996,68,04455,0270,044550270,6TH AVE S BETWEEN S LANDER ST AND S FOREST ST,6TH AVE S,6TH AVE S,S LANDER ST,S FOREST ST,2,Minor Arterial, ,INSVC,2700,25,S,N, , ,760,60,AC/PCC,2017/12/01 00:00:00+00,,,6TH AVE S AND S LANDER ST,S,31368,6TH AVE S AND S FOREST ST,N,31377,1272030.84472336,214689.49441589,N,N,N,Industrial Access,Y,44,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,760.257079908017
20811,8659,68,05000,0190,050000190,AIRPORT WAY S BETWEEN S HOLGATE N ST AND S HOLGATE S ST,AIRPORT WAY S,AIRPORT WAY S,S HOLGATE N ST,S HOLGATE S ST,1,Principal Arterial, ,INSVC,1900,30,S,N, , ,67,58,AC/PCC,2017/10/12 00:00:00+00,,,AIRPORT WAY S AND S HOLGATE N ST,S,31283,AIRPORT WAY S AND S HOLGATE S ST,N,31243,1273215.28312457,217413.77281869,N,N,Y,Industrial Access,Y,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,67.4917714406824
20813,8797,68,05095,0270,050950270,ALKI AVE SW BETWEEN 60TH AVE SW AND 61ST AVE SW,ALKI AVE SW,ALKI AVE SW,60TH AVE SW,61ST AVE SW,2,Minor Arterial, ,INSVC,2700,20,W,N, , ,354,54,AC/PCC,2017/10/23 00:00:00+00,,,60TH AVE SW AND ALKI AVE SW,W,30967,61ST AVE SW AND ALKI AVE SW,E,30968,1251303.47049414,215303.55387253,N,N,N,Neighborhood Corridor,,56,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,353.985233125144
20815,8928,68,05250,0430,052500430,AURORA AVE N BETWEEN N 43RD N ST AND N 44TH ST,AURORA AVE N,AURORA AVE N,N 43RD N ST,N 44TH ST,1,Principal Arterial,WSDOT,INSVC,4300,40,N,N, , ,170,0,,,,,AURORA AVE N AND N 43RD N ST,N,26947,AURORA AVE N AND N 44TH ST,S,26941,1267341.87883055,244349.22859027,N,N,N,Urban Village Main,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT4,DISTRICT6,N,4,ART,N,170.392776414333
